"InvoiceNo","CustomerID","Quantity","UnitPrice","TotalSales","InvoiceDate"
"560205","17068.0","10","1.65","16.5","2011-07-15"
"560207","15301.0","12","1.65","19.799999999999997","2011-07-15"
"560209","15004.0","2","5.95","11.9","2011-07-15"
"560210","14958.0","4","2.95","11.8","2011-07-15"
"560212","14722.0","2","0.95","1.9","2011-07-15"
"560222","14293.0","2","7.95","15.9","2011-07-15"
"560223","16904.0","1","12.75","12.75","2011-07-15"
"560224","14572.0","4","0.85","3.4","2011-07-15"
"560228","17750.0","24","0.39","9.36","2011-07-15"
"560229","14013.0","10","2.08","20.8","2011-07-17"
"560231","13305.0","48","0.85","40.8","2011-07-17"
"560232","14810.0","12","2.95","35.400000000000006","2011-07-17"
"560233","16813.0","288","0.21","60.48","2011-07-17"
"560234","16180.0","12","0.65","7.800000000000001","2011-07-17"
"560235","14060.0","6","2.95","17.700000000000003","2011-07-17"
"560236","15206.0","6","2.95","17.700000000000003","2011-07-17"
"560237","15281.0","6","2.95","17.700000000000003","2011-07-17"
"560238","17725.0","12","1.65","19.799999999999997","2011-07-17"
"560239","13507.0","2","7.95","15.9","2011-07-17"
"560240","15716.0","16","1.69","27.04","2011-07-17"
"560241","13967.0","36","1.25","45","2011-07-17"
"560244","16931.0","3","2.08","6.24","2011-07-17"
"560246","14292.0","60","4.95","297","2011-07-17"
"560247","14292.0","12","1.45","17.4","2011-07-17"
"560248","16255.0","4","2.95","11.8","2011-07-17"
"560249","17571.0","5","0.83","4.1499999999999995","2011-07-17"
"560250","14659.0","10","0.65","6.5","2011-07-17"
"560251","17774.0","2","0.95","1.9","2011-07-17"
"560252","13468.0","12","1.69","20.28","2011-07-17"
"560253","13993.0","16","1.69","27.04","2011-07-17"
"560254","16678.0","4","4.95","19.8","2011-07-17"
"560255","16054.0","6","1.65","9.899999999999999","2011-07-17"
"560256","14462.0","2","6.95","13.9","2011-07-17"
"560257","13340.0","200","0.34","68","2011-07-17"
"560258","13340.0","48","1.25","60","2011-07-17"
"560259","13654.0","4","3.75","15","2011-07-17"
"560260","14044.0","2","0.42","0.84","2011-07-17"
"560261","12841.0","10","2.95","29.5","2011-07-17"
"560262","14224.0","1","5.95","5.95","2011-07-17"
"560263","16342.0","10","2.08","20.8","2011-07-17"
"560264","12833.0","6","2.55","15.299999999999999","2011-07-17"
"560265","17863.0","20","0.85","17","2011-07-17"
"560266","17389.0","24","2.95","70.80000000000001","2011-07-17"
"560267","13880.0","4","4.95","19.8","2011-07-17"
"560268","13880.0","4","9.95","39.8","2011-07-17"
"560269","16168.0","4","4.25","17","2011-07-17"
"560270","16744.0","24","1.25","30","2011-07-17"
"560271","16474.0","2","0.39","0.78","2011-07-17"
"560273","14895.0","2","9.95","19.9","2011-07-17"
"560274","14895.0","12","0.83","9.959999999999999","2011-07-17"
"560275","14895.0","4","3.75","15","2011-07-17"
"560276","14606.0","1","1.25","1.25","2011-07-17"
"560277","15467.0","24","1.25","30","2011-07-17"
"560278","13610.0","1","1.65","1.65","2011-07-17"
"560279","14198.0","6","3.75","22.5","2011-07-17"
"560280","16422.0","50","4.65","232.50000000000003","2011-07-17"
"560281","17984.0","3","0.39","1.17","2011-07-17"
"560282","14758.0","4","4.65","18.6","2011-07-18"
"560284","13705.0","12","1.25","15","2011-07-18"
"560285","14944.0","4","2.55","10.2","2011-07-18"
"560286","14062.0","60","4.95","297","2011-07-18"
"560287","13821.0","2","4.25","8.5","2011-07-18"
"560288","15845.0","12","1.25","15","2011-07-18"
"560295","16681.0","24","1.25","30","2011-07-18"
"560299","17593.0","25","0.42","10.5","2011-07-18"
"560302","14397.0","6","7.95","47.7","2011-07-18"
"560305","16511.0","3","2.1","6.300000000000001","2011-07-18"
"560355","15906.0","4","6.25","25","2011-07-18"
"560356","16875.0","4","9.95","39.8","2011-07-18"
"560357","15527.0","6","4.15","24.900000000000002","2011-07-18"
"560359","14159.0","4","1.65","6.6","2011-07-18"
"560361","13488.0","12","1.65","19.799999999999997","2011-07-18"
"560362","13488.0","24","1.25","30","2011-07-18"
"560364","16705.0","36","3.39","122.04","2011-07-18"
"560366","16859.0","1","15","15","2011-07-18"
"560368","17841.0","1","0.42","0.42","2011-07-18"
"560381","14733.0","3","4.95","14.850000000000001","2011-07-18"
"560382","17389.0","12","9.95","119.39999999999999","2011-07-18"
"560383","16762.0","3","4.95","14.850000000000001","2011-07-18"
"560385","14583.0","1","3.75","3.75","2011-07-18"
"560387","14667.0","6","4.25","25.5","2011-07-18"
"560392","13911.0","144","0.83","119.52","2011-07-18"
"560393","14808.0","8","0.85","6.8","2011-07-18"
"560394","14390.0","8","2.08","16.64","2011-07-18"
"560397","17652.0","10","2.95","29.5","2011-07-18"
"560410","17213.0","24","0.83","19.919999999999998","2011-07-18"
"560412","12748.0","3","7.95","23.85","2011-07-18"
"560413","13564.0","1","550.64","550.64","2011-07-18"
"560415","15152.0","3","4.95","14.850000000000001","2011-07-18"
"560416","14798.0","16","0.42","6.72","2011-07-18"
"560417","16011.0","12","1.25","15","2011-07-18"
"560422","16746.0","10","2.08","20.8","2011-07-18"
"560426","14038.0","12","2.1","25.200000000000003","2011-07-18"
"560432","13327.0","12","0.85","10.2","2011-07-18"
"560437","13940.0","4","3.75","15","2011-07-18"
"560441","14029.0","6","2.95","17.700000000000003","2011-07-18"
"560442","15860.0","6","4.95","29.700000000000003","2011-07-18"
"560443","14776.0","24","1.25","30","2011-07-18"
"560444","13764.0","2","2.08","4.16","2011-07-18"
"560447","13756.0","32","1.69","54.08","2011-07-19"
"560448","12840.0","10","1.65","16.5","2011-07-19"
"560449","14732.0","4","3.95","15.8","2011-07-19"
"560450","14117.0","24","1.25","30","2011-07-19"
"560453","13209.0","36","0.85","30.599999999999998","2011-07-19"
"560454","12947.0","10","1.65","16.5","2011-07-19"
"560469","12971.0","37","5.95","220.15","2011-07-19"
"560483","12955.0","32","1.69","54.08","2011-07-19"
"560499","16713.0","3","5.95","17.85","2011-07-19"
"560500","17975.0","2","3.95","7.9","2011-07-19"
"560501","16475.0","4","4.95","19.8","2011-07-19"
"560503","17682.0","6","4.95","29.700000000000003","2011-07-19"
"560504","13081.0","8","4.15","33.2","2011-07-19"
"560523","15462.0","36","1.25","45","2011-07-19"
"560527","15727.0","48","0.55","26.400000000000002","2011-07-19"
"560535","13167.0","12","0.83","9.959999999999999","2011-07-19"
"560536","16626.0","3","5.95","17.85","2011-07-19"
"560537","17779.0","6","1.25","7.5","2011-07-19"
"560538","16128.0","8","0.83","6.64","2011-07-19"
"560539","16745.0","24","4.25","102","2011-07-19"
"560546","17867.0","2","5.95","11.9","2011-07-19"
"560547","17419.0","16","4.95","79.2","2011-07-19"
"560548","17867.0","42","2.89","121.38000000000001","2011-07-19"
"560551","18041.0","1","2.08","2.08","2011-07-19"
"560552","15311.0","96","1.25","120","2011-07-19"
"560553","13991.0","20","1.25","25","2011-07-19"
"560554","16232.0","6","2.95","17.700000000000003","2011-07-19"
"560555","14178.0","4","1.69","6.76","2011-07-19"
"560557","18101.0","3","9.95","29.849999999999998","2011-07-19"
"560562","15713.0","18","2.95","53.1","2011-07-19"
"560568","13895.0","8","4.95","39.6","2011-07-19"
"560570","16112.0","16","0.83","13.28","2011-07-19"
"560571","17735.0","8","0.83","6.64","2011-07-19"
"560576","17287.0","1","7.95","7.95","2011-07-19"
"560577","18223.0","6","5.95","35.7","2011-07-19"
"560579","15867.0","2","1.25","2.5","2011-07-19"
"560580","14088.0","52","3.39","176.28","2011-07-19"
"560581","12901.0","240","1.06","254.4","2011-07-19"
"560582","12875.0","291","0.17","49.470000000000006","2011-07-19"
"560584","13827.0","1","2.95","2.95","2011-07-19"
"560586","13631.0","96","6.95","667.2","2011-07-19"
"560587","13631.0","10","6","60","2011-07-19"
"560592","13225.0","96","2.08","199.68","2011-07-19"
"560595","16656.0","240","2.1","504","2011-07-19"
"560596","13199.0","24","0.42","10.08","2011-07-19"
"560597","13798.0","32","2.55","81.6","2011-07-19"
"560598","17096.0","6","2.95","17.700000000000003","2011-07-19"
"560599","14609.0","3186","0.06","191.16","2011-07-19"
"560601","16764.0","1","3.75","3.75","2011-07-19"
"560602","13629.0","3","5.95","17.85","2011-07-20"
"560603","18180.0","6","2.95","17.700000000000003","2011-07-20"
"560604","15251.0","4","14.95","59.8","2011-07-20"
"560605","17306.0","432","0.25","108","2011-07-20"
"560606","17422.0","12","1.45","17.4","2011-07-20"
"560634","16133.0","48","1.45","69.6","2011-07-20"
"560640","13854.0","16","4.15","66.4","2011-07-20"
"560641","15587.0","12","2.55","30.599999999999998","2011-07-20"
"560642","17866.0","21","2.1","44.1","2011-07-20"
"560644","16271.0","4","1.25","5","2011-07-20"
"560646","18102.0","83","5.88","488.03999999999996","2011-07-20"
"560648","18102.0","25","5.88","147","2011-07-20"
"560650","15529.0","10","1.25","12.5","2011-07-20"
"560651","15802.0","1","451.42","451.42","2011-07-20"
"560686","15632.0","12","1.65","19.799999999999997","2011-07-20"
"560688","16393.0","3","4.15","12.450000000000001","2011-07-20"
"560689","15039.0","4","12.75","51","2011-07-20"
"560690","16807.0","1","15","15","2011-07-20"
"560691","13136.0","4","8.95","35.8","2011-07-20"
"560692","14704.0","1","5.95","5.95","2011-07-20"
"560693","13136.0","12","1.45","17.4","2011-07-20"
"560695","14101.0","40","3.75","150","2011-07-20"
"560696","14606.0","1","2.1","2.1","2011-07-20"
"560697","14401.0","12","8.15","97.80000000000001","2011-07-20"
"560698","16353.0","12","1.45","17.4","2011-07-20"
"560700","17229.0","10","2.08","20.8","2011-07-20"
"560701","16729.0","10","2.95","29.5","2011-07-20"
"560711","17841.0","25","0.42","10.5","2011-07-20"
"560712","14456.0","2","0.95","1.9","2011-07-20"
"560713","16774.0","3","2.95","8.850000000000001","2011-07-20"
"560714","14456.0","1","0.95","0.95","2011-07-20"
"560715","13549.0","6","2.55","15.299999999999999","2011-07-20"
"560716","17675.0","36","2.55","91.8","2011-07-20"
"560718","17677.0","10","6.75","67.5","2011-07-20"
"560720","17677.0","2","8.5","17","2011-07-20"
"560721","17677.0","12","1.65","19.799999999999997","2011-07-20"
"560723","16464.0","3","0.95","2.8499999999999996","2011-07-20"
"560724","16186.0","10","1.69","16.9","2011-07-20"
"560725","16186.0","12","1.45","17.4","2011-07-20"
"560726","17962.0","2","3.75","7.5","2011-07-20"
"560727","13571.0","5","1.65","8.25","2011-07-20"
"560729","17511.0","128","0.72","92.16","2011-07-20"
"560731","16149.0","12","1.45","17.4","2011-07-20"
"560732","14056.0","9","1.95","17.55","2011-07-20"
"560734","15298.0","360","2.75","990","2011-07-20"
"560736","15260.0","24","1.25","30","2011-07-20"
"560742","14755.0","6","2.95","17.700000000000003","2011-07-20"
"560754","17754.0","100","1.79","179","2011-07-20"
"560776","13995.0","5","2.95","14.75","2011-07-21"
"560781","13969.0","12","0.42","5.04","2011-07-21"
"560782","14769.0","12","0.85","10.2","2011-07-21"
"560790","14051.0","60","4.95","297","2011-07-21"
"560791","14688.0","2","8.25","16.5","2011-07-21"
"560792","15189.0","50","4.15","207.50000000000003","2011-07-21"
"560805","14259.0","12","1.25","15","2011-07-21"
"560807","18143.0","6","2.49","14.940000000000001","2011-07-21"
"560820","17811.0","100","0.72","72","2011-07-21"
"560821","17848.0","8","9.95","79.6","2011-07-21"
"560824","17935.0","1","8.5","8.5","2011-07-21"
"560826","18073.0","2","8.25","16.5","2011-07-21"
"560827","14517.0","4","4.95","19.8","2011-07-21"
"560828","14298.0","48","0.79","37.92","2011-07-21"
"560829","17694.0","48","0.65","31.200000000000003","2011-07-21"
"560833","16891.0","3","4.95","14.850000000000001","2011-07-21"
"560834","16523.0","4","14.95","59.8","2011-07-21"
"560839","14527.0","1","16.95","16.95","2011-07-21"
"560841","14298.0","80","1.04","83.2","2011-07-21"
"560843","14298.0","60","1.65","99","2011-07-21"
"560844","14298.0","12","2.49","29.880000000000003","2011-07-21"
"560845","15570.0","36","0.12","4.32","2011-07-21"
"560853","15311.0","96","1.25","120","2011-07-21"
"560854","13098.0","10","6.75","67.5","2011-07-21"
"560856","16607.0","12","1.25","15","2011-07-21"
"560858","14403.0","96","2.55","244.79999999999998","2011-07-21"
"560859","13668.0","6","2.95","17.700000000000003","2011-07-21"
"560861","17660.0","12","4.15","49.800000000000004","2011-07-21"
"560862","14085.0","2","5.95","11.9","2011-07-21"
"560863","12748.0","3","0.39","1.17","2011-07-21"
"560864","14407.0","4","14.95","59.8","2011-07-21"
"560868","14866.0","1","4.95","4.95","2011-07-21"
"560870","13157.0","48","0.29","13.919999999999998","2011-07-21"
"560871","14745.0","10","2.08","20.8","2011-07-21"
"560872","14745.0","3","4.95","14.850000000000001","2011-07-21"
"560873","13881.0","48","1.45","69.6","2011-07-21"
"560875","13562.0","2","7.95","15.9","2011-07-21"
"560878","14410.0","1","7.95","7.95","2011-07-21"
"560879","16654.0","24","0.19","4.5600000000000005","2011-07-21"
"560881","17965.0","2","4.15","8.3","2011-07-21"
"560882","17213.0","10","1.25","12.5","2011-07-21"
"560883","13694.0","96","0.39","37.44","2011-07-21"
"560884","13694.0","100","1.45","145","2011-07-21"
"560885","16188.0","12","1.25","15","2011-07-21"
"560886","16041.0","100","6.75","675","2011-07-21"
"560887","16041.0","720","1.45","1044","2011-07-21"
"560888","15380.0","6","3.95","23.700000000000003","2011-07-21"
"560891","15106.0","3","4.95","14.850000000000001","2011-07-21"
"560892","13089.0","12","1.25","15","2011-07-21"
"560893","13804.0","12","2.55","30.599999999999998","2011-07-21"
"560895","13089.0","24","0.85","20.4","2011-07-21"
"560896","15623.0","12","1.65","19.799999999999997","2011-07-21"
"560897","12971.0","24","4.95","118.80000000000001","2011-07-21"
"560906","15827.0","2","8.25","16.5","2011-07-21"
"560908","15827.0","16","1.65","26.4","2011-07-21"
"560911","17961.0","2","4.25","8.5","2011-07-21"
"560913","17961.0","1","4.25","4.25","2011-07-21"
"560914","17175.0","24","0.42","10.08","2011-07-21"
"560915","13313.0","6","2.95","17.700000000000003","2011-07-21"
"560917","17949.0","109","7.65","833.85","2011-07-21"
"560918","14849.0","24","0.85","20.4","2011-07-21"
"560919","15971.0","100","4.3","430","2011-07-21"
"560920","15370.0","24","0.85","20.4","2011-07-21"
"560921","16224.0","16","0.65","10.4","2011-07-21"
"560924","15061.0","128","0.72","92.16","2011-07-22"
"560925","15061.0","20","6.75","135","2011-07-22"
"560927","13078.0","2","12.75","25.5","2011-07-22"
"560928","14852.0","32","0.65","20.8","2011-07-22"
"560929","16866.0","1","0.85","0.85","2011-07-22"
"560930","15829.0","6","2.95","17.700000000000003","2011-07-22"
"560931","16365.0","3","7.95","23.85","2011-07-22"
"560934","16722.0","24","3.39","81.36","2011-07-22"
"560937","17920.0","2","0.95","1.9","2011-07-22"
"560942","15005.0","6","0.85","5.1","2011-07-22"
"560972","14209.0","2","6.65","13.3","2011-07-22"
"560974","14426.0","2","7.95","15.9","2011-07-22"
"560975","14426.0","4","3.75","15","2011-07-22"
"560976","18146.0","24","0.55","13.200000000000001","2011-07-22"
"560977","16839.0","48","0.72","34.56","2011-07-22"
"560978","15815.0","24","1.95","46.8","2011-07-22"
"560979","15232.0","24","1.25","30","2011-07-22"
"560980","16107.0","50","4.15","207.50000000000003","2011-07-22"
"560988","15854.0","6","2.95","17.700000000000003","2011-07-22"
"560989","15704.0","6","4.15","24.900000000000002","2011-07-22"
"560992","18161.0","24","0.85","20.4","2011-07-22"
"560994","15704.0","12","2.08","24.96","2011-07-22"
"560996","17625.0","2","0.95","1.9","2011-07-22"
"560998","14243.0","1","9.95","9.95","2011-07-22"
"561001","16711.0","8","10.95","87.6","2011-07-22"
"561002","13750.0","96","3.39","325.44","2011-07-22"
"561003","13079.0","4","5.95","23.8","2011-07-22"
"561004","15189.0","3","4.95","14.850000000000001","2011-07-22"
"561005","17961.0","5","1.65","8.25","2011-07-22"
"561006","16161.0","10","1.65","16.5","2011-07-22"
"561007","15640.0","10","2.08","20.8","2011-07-22"
"561008","18150.0","4","3.75","15","2011-07-22"
"561009","15856.0","48","1.85","88.80000000000001","2011-07-22"
"561010","18262.0","6","2.1","12.600000000000001","2011-07-22"
"561020","13563.0","1","7.95","7.95","2011-07-22"
"561021","15465.0","24","1.69","40.56","2011-07-24"
"561022","14800.0","6","3.75","22.5","2011-07-24"
"561023","13576.0","24","0.39","9.36","2011-07-24"
"561024","12916.0","6","4.95","29.700000000000003","2011-07-24"
"561025","16241.0","1","0.39","0.39","2011-07-24"
"561026","17265.0","15","0.65","9.75","2011-07-24"
"561027","13802.0","100","2.75","275","2011-07-24"
"561028","17769.0","4","4.95","19.8","2011-07-24"
"561030","16407.0","4","2.95","11.8","2011-07-24"
"561031","13461.0","12","1.65","19.799999999999997","2011-07-24"
"561032","13029.0","10","1.65","16.5","2011-07-24"
"561033","14443.0","48","0.29","13.919999999999998","2011-07-24"
"561034","15506.0","6","0.39","2.34","2011-07-24"
"561035","17312.0","96","2.55","244.79999999999998","2011-07-24"
"561036","13137.0","1","7.95","7.95","2011-07-24"
"561038","17114.0","1","6.75","6.75","2011-07-24"
"561039","16525.0","432","0.36","155.51999999999998","2011-07-24"
"561042","16305.0","2","4.95","9.9","2011-07-24"
"561043","15708.0","5","1.65","8.25","2011-07-24"
"561044","13831.0","8","8.95","71.6","2011-07-24"
"561045","17522.0","48","0.39","18.72","2011-07-24"
"561046","16218.0","40","1.65","66","2011-07-24"
"561047","16948.0","240","0.21","50.4","2011-07-24"
"561048","12939.0","72","3.75","270","2011-07-24"
"561049","12864.0","144","0.83","119.52","2011-07-24"
"561050","16558.0","3","4.95","14.850000000000001","2011-07-24"
"561051","16684.0","12","8.15","97.80000000000001","2011-07-24"
"561052","16684.0","288","1.06","305.28000000000003","2011-07-24"
"561053","16684.0","480","0.36","172.79999999999998","2011-07-24"
"561054","18229.0","12","6.75","81","2011-07-24"
"561055","16684.0","480","0.42","201.6","2011-07-24"
"561056","13477.0","12","1.45","17.4","2011-07-24"
"561057","17935.0","1","2.9","2.9","2011-07-24"
"561058","17724.0","4","9.95","39.8","2011-07-24"
"561060","17703.0","12","1.25","15","2011-07-24"
"561062","16668.0","6","3.25","19.5","2011-07-24"
"561064","18109.0","8","7.65","61.2","2011-07-24"
"561065","14180.0","1","9.95","9.95","2011-07-24"
"561066","16710.0","4","0.42","1.68","2011-07-24"
"561067","14397.0","12","0.83","9.959999999999999","2011-07-24"
"561068","13116.0","4","7.95","31.8","2011-07-24"
"561070","16782.0","5","2.95","14.75","2011-07-24"
"561071","14057.0","24","0.55","13.200000000000001","2011-07-24"
"561072","14019.0","24","0.42","10.08","2011-07-24"
"561073","13408.0","12","2.95","35.400000000000006","2011-07-24"
"561074","13037.0","20","2.08","41.6","2011-07-24"
"561075","16458.0","10","2.08","20.8","2011-07-24"
"561076","17696.0","6","9.95","59.699999999999996","2011-07-24"
"561077","17649.0","12","0.85","10.2","2011-07-24"
"561078","16178.0","4","11.95","47.8","2011-07-24"
"561079","13956.0","2","9.95","19.9","2011-07-24"
"561081","13230.0","1","6.65","6.65","2011-07-24"
"561082","13230.0","12","0.42","5.04","2011-07-24"
"561084","14948.0","8","1.65","13.2","2011-07-25"
"561085","14367.0","12","1.65","19.799999999999997","2011-07-25"
"561087","15144.0","24","0.65","15.600000000000001","2011-07-25"
"561088","15144.0","10","2.08","20.8","2011-07-25"
"561089","17579.0","6","2.95","17.700000000000003","2011-07-25"
"561092","17054.0","2","9.95","19.9","2011-07-25"
"561095","17040.0","12","0.83","9.959999999999999","2011-07-25"
"561096","16099.0","20","2.08","41.6","2011-07-25"
"561097","15981.0","20","2.08","41.6","2011-07-25"
"561098","14194.0","12","1.65","19.799999999999997","2011-07-25"
"561099","14100.0","2","0.95","1.9","2011-07-25"
"561100","15289.0","12","0.42","5.04","2011-07-25"
"561101","16013.0","336","0.72","241.92","2011-07-25"
"561105","15218.0","3","0.95","2.8499999999999996","2011-07-25"
"561106","14246.0","3","4.95","14.850000000000001","2011-07-25"
"561109","15218.0","192","0.85","163.2","2011-07-25"
"561111","16422.0","80","2.55","204","2011-07-25"
"561112","14606.0","1","0.85","0.85","2011-07-25"
"561113","17841.0","20","0.42","8.4","2011-07-25"
"561114","14775.0","10","1.65","16.5","2011-07-25"
"561115","17675.0","2","8.5","17","2011-07-25"
"561118","15781.0","2","8.25","16.5","2011-07-25"
"561119","17719.0","2","8.5","17","2011-07-25"
"561120","15835.0","10","2.08","20.8","2011-07-25"
"561125","17364.0","4","9.95","39.8","2011-07-25"
"561128","16249.0","12","0.85","10.2","2011-07-25"
"561132","14344.0","72","0.85","61.199999999999996","2011-07-25"
"561147","16841.0","24","0.55","13.200000000000001","2011-07-25"
"561170","16027.0","2","7.95","15.9","2011-07-25"
"561189","16557.0","2","12.5","25","2011-07-25"
"561190","17631.0","24","0.55","13.200000000000001","2011-07-25"
"561191","15129.0","60","1.25","75","2011-07-25"
"561192","16033.0","1","1.65","1.65","2011-07-25"
"561193","13296.0","4","8.5","34","2011-07-25"
"561195","14796.0","5","0.39","1.9500000000000002","2011-07-25"
"561196","14342.0","24","0.21","5.04","2011-07-25"
"561197","16364.0","2","14.95","29.9","2011-07-25"
"561199","14970.0","10","6.75","67.5","2011-07-25"
"561200","13695.0","1","15","15","2011-07-25"
"561201","14692.0","2","3.75","7.5","2011-07-25"
"561202","17705.0","4","3.75","15","2011-07-25"
"561203","14232.0","2","7.95","15.9","2011-07-25"
"561204","12836.0","2","9.95","19.9","2011-07-25"
"561205","17693.0","2","8.5","17","2011-07-25"
"561206","13110.0","2","2.08","4.16","2011-07-25"
"561207","13110.0","1","4.15","4.15","2011-07-25"
"561208","15372.0","72","0.42","30.24","2011-07-25"
"561216","14606.0","8","15","120","2011-07-25"
"561219","18180.0","12","0.42","5.04","2011-07-26"
"561220","17734.0","24","0.85","20.4","2011-07-26"
"561221","15281.0","8","1.95","15.6","2011-07-26"
"561222","13588.0","24","0.42","10.08","2011-07-26"
"561223","15358.0","2","7.65","15.3","2011-07-26"
"561224","13629.0","100","1.79","179","2011-07-26"
"561226","15618.0","1","0.001","0.001","2011-07-26"
"561231","15855.0","2","0.95","1.9","2011-07-26"
"561236","15159.0","6","2.95","17.700000000000003","2011-07-26"
"561241","13930.0","24","0.55","13.200000000000001","2011-07-26"
"561242","16258.0","2","8.5","17","2011-07-26"
"561244","13865.0","12","1.45","17.4","2011-07-26"
"561246","16951.0","6","2.95","17.700000000000003","2011-07-26"
"561247","16592.0","6","2.08","12.48","2011-07-26"
"561248","16592.0","24","0.62","14.879999999999999","2011-07-26"
"561258","15513.0","48","1.25","60","2011-07-26"
"561280","18211.0","12","1.25","15","2011-07-26"
"561284","16818.0","6","3.75","22.5","2011-07-26"
"561288","13379.0","25","0.42","10.5","2011-07-26"
"561295","15311.0","100","1.45","145","2011-07-26"
"561314","16266.0","24","0.85","20.4","2011-07-26"
"561320","16942.0","2","1.65","3.3","2011-07-26"
"561321","13668.0","2","4.95","9.9","2011-07-26"
"561322","15203.0","20","0.19","3.8","2011-07-26"
"561324","14414.0","48","0.39","18.72","2011-07-26"
"561325","17596.0","3","5.45","16.35","2011-07-26"
"561329","15044.0","3","1.65","4.949999999999999","2011-07-26"
"561330","16019.0","12","1.25","15","2011-07-26"
"561331","16809.0","1","7.95","7.95","2011-07-26"
"561334","15440.0","5","8.5","42.5","2011-07-26"
"561352","18094.0","12","0.55","6.6000000000000005","2011-07-26"
"561353","18094.0","12","1.25","15","2011-07-26"
"561355","13090.0","6","14.95","89.69999999999999","2011-07-26"
"561356","14273.0","12","1.65","19.799999999999997","2011-07-26"
"561359","17160.0","1","15","15","2011-07-26"
"561360","16133.0","12","3.75","45","2011-07-26"
"561363","17238.0","6","1.25","7.5","2011-07-26"
"561366","15152.0","12","0.42","5.04","2011-07-26"
"561368","14866.0","1","36.5","36.5","2011-07-26"
"561378","17861.0","12","1.25","15","2011-07-26"
"561381","17920.0","2","3.75","7.5","2011-07-26"
"561382","16750.0","1","12.5","12.5","2011-07-26"
"561383","13730.0","4","8.5","34","2011-07-27"
"561384","13194.0","6","2.95","17.700000000000003","2011-07-27"
"561385","15660.0","8","1.65","13.2","2011-07-27"
"561386","15660.0","12","0.83","9.959999999999999","2011-07-27"
"561387","13824.0","10","1.65","16.5","2011-07-27"
"561389","12971.0","12","5.45","65.4","2011-07-27"
"561390","17068.0","10","2.08","20.8","2011-07-27"
"561391","16628.0","10","2.08","20.8","2011-07-27"
"561393","18241.0","12","1.25","15","2011-07-27"
"561394","17315.0","6","4.15","24.900000000000002","2011-07-27"
"561395","13999.0","12","1.45","17.4","2011-07-27"
"561396","13458.0","24","1.25","30","2011-07-27"
"561397","16532.0","480","4.65","2232","2011-07-27"
"561398","16767.0","24","1.65","39.599999999999994","2011-07-27"
"561399","15125.0","48","1.48","71.03999999999999","2011-07-27"
"561430","15172.0","12","1.65","19.799999999999997","2011-07-27"
"561453","13183.0","12","1.69","20.28","2011-07-27"
"561455","15095.0","8","1.69","13.52","2011-07-27"
"561462","14088.0","10","7.65","76.5","2011-07-27"
"561463","14527.0","2","2.08","4.16","2011-07-27"
"561465","16447.0","25","0.42","10.5","2011-07-27"
"561466","17243.0","6","4.25","25.5","2011-07-27"
"561467","14040.0","20","1.65","33","2011-07-27"
"561473","15078.0","20","2.08","41.6","2011-07-27"
"561474","14680.0","48","1.65","79.19999999999999","2011-07-27"
"561485","17841.0","2","1.55","3.1","2011-07-27"
"561488","16609.0","10","1.65","16.5","2011-07-27"
"561502","14305.0","10","2.08","20.8","2011-07-27"
"561508","16696.0","20","4.95","99","2011-07-27"
"561511","15624.0","12","2.95","35.400000000000006","2011-07-27"
"561512","14534.0","1","9.95","9.95","2011-07-27"
"561514","14331.0","24","0.42","10.08","2011-07-27"
"561517","18226.0","24","1.25","30","2011-07-27"
"561518","15261.0","8","1.95","15.6","2011-07-27"
"561519","17870.0","1","2.95","2.95","2011-07-27"
"561520","17870.0","1","9.95","9.95","2011-07-27"
"561521","17870.0","13","1.65","21.45","2011-07-27"
"561522","17870.0","1","6.95","6.95","2011-07-27"
"561528","13098.0","4","14.95","59.8","2011-07-28"
"561529","13013.0","2","5.75","11.5","2011-07-28"
"561530","16174.0","200","1.04","208","2011-07-28"
"561531","14364.0","100","1.79","179","2011-07-28"
"561532","15061.0","144","0.72","103.67999999999999","2011-07-28"
"561533","16672.0","12","6.75","81","2011-07-28"
"561534","14307.0","4","3.75","15","2011-07-28"
"561535","15116.0","12","4.25","51","2011-07-28"
"561537","13870.0","2","8.5","17","2011-07-28"
"561542","15105.0","16","0.65","10.4","2011-07-28"
"561544","16170.0","28","0.21","5.88","2011-07-28"
"561570","14289.0","2","7.95","15.9","2011-07-28"
"561584","13534.0","6","1.95","11.7","2011-07-28"
"561585","13728.0","3","6.25","18.75","2011-07-28"
"561592","14560.0","4","9.95","39.8","2011-07-28"
"561593","16003.0","2","5.45","10.9","2011-07-28"
"561595","12853.0","4","7.95","31.8","2011-07-28"
"561597","12853.0","4","6.75","27","2011-07-28"
"561599","12853.0","6","7.95","47.7","2011-07-28"
"561600","15861.0","2","0.95","1.9","2011-07-28"
"561601","18151.0","12","1.65","19.799999999999997","2011-07-28"
"561602","16951.0","12","1.25","15","2011-07-28"
"561603","14855.0","12","0.85","10.2","2011-07-28"
"561605","13925.0","4","4.15","16.6","2011-07-28"
"561607","17389.0","24","8.5","204","2011-07-28"
"561610","16076.0","12","1.25","15","2011-07-28"
"561611","17975.0","16","5.95","95.2","2011-07-28"
"561614","13871.0","2","7.95","15.9","2011-07-28"
"561615","13319.0","24","0.55","13.200000000000001","2011-07-28"
"561616","15023.0","3","2.08","6.24","2011-07-28"
"561617","18237.0","2","7.95","15.9","2011-07-28"
